FID,ID,SPP_COM,SPP_BOT,DBH,AREA,PLANTDATE,CENSUSTRAC,ARPA,ADDRESS,STREET,X,Y,LATITUDE,LONGITUDE,x2,y2
140,46858,"Redbud, Eastern",Cercis canadensis,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951749.616359287,1108204.32430662,43.0404534477649,-76.0912780177855,-8470442.57618611,5318132.6152503
141,46859,Needs Approval,Planting Site - Needs Approval,0,Eastwood,N/A,19,No,111,Champlin Dr,948862.74,1115889.02,43.0615839361527,-76.1019116710631,-8471626.3096139,5321351.56620767
142,46860,"Crabapple, Spp.",Malus spp.,2,University Neighborhood,To Be Determined,45,Yes,1050,Westcott St,944377.37,1105064.59,43.03195412835,-76.1189193698852,-8473519.59835001,5316838.16858963
143,46861,"Maple, Norway",Acer platanoides,14,University Neighborhood,To Be Determined,44,Yes,129,Circle Rd,941999.240000008,1104644.63999998,43.0308376459,-76.1278222364,-8474510.66122956,5316668.14156231
144,46862,"Oak, White",Quercus alba,30,South Valley,To Be Determined,61.02,Yes,218,Lafayette Rd,941193.469999999,1092385.10999998,42.9972126588,-76.1310827031,-8474873.61455275,5311548.90509197
145,46863,"Oak, Pin",Quercus palustris,25,South Valley,To Be Determined,61.02,Yes,218,Lafayette Rd,941196.010000008,1092373.91999999,42.9971819188,-76.1310734338,-8474872.58270524,5311544.22635676
146,46864,"Redbud, Eastern",Cercis canadensis,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951770.769466522,1108200.38433817,43.0404422974137,-76.0911989798,-8470433.77771487,5318130.91693464
147,46865,"Maple, Freeman",Acer freemanii,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951845.223780891,1108189.94364399,43.040412453241,-76.0909207084004,-8470402.80067411,5318126.37135549
148,46866,"Maple, Freeman",Acer freemanii,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951904.492546087,1108184.88712215,43.0403976255203,-76.0906991214166,-8470378.1337158,5318124.11294012
149,46867,"Dogwood, Cornelian",Cornus mas,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951956.032491451,1108181.48703866,43.0403874666535,-76.0905064082165,-8470356.68097348,5318122.56564011
150,46868,"Maple, Freeman",Acer freemanii,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951866.421032165,1108188.12180767,43.0404071134725,-76.090841458929,-8470393.97866041,5318125.55805341
151,46869,Needs Approval,Planting Site - Needs Approval,0,Eastwood,N/A,17.02,No,149,Hastings Pl,944622.02,1117450.35,43.0659334250698,-76.1177474039191,-8473389.13593811,5322014.29100882
152,46870,"Spruce, Norway",Picea abies,3,Meadowbrook,To Be Determined,46,No,220,Carlton Dr,952169.300000009,1109809.87999999,43.0448518637,-76.0896728489,-8470263.88957986,5318802.56449025
153,46871,"Oak, Pin",Quercus palustris,22,South Valley,To Be Determined,61.02,Yes,218,Lafayette Rd,941198.559999988,1092362.23,42.9971498067,-76.1310641373,-8474871.54781768,5311539.3387978
154,46872,"Dogwood, Cornelian",Cornus mas,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,951982.770399302,1108181.90115141,43.0403881721302,-76.0904063845942,-8470345.54639119,5318122.67309215
155,46873,"Crabapple, Spp.",Malus spp.,1,Meadowbrook,Spring 2021,46,No,399,Hillsboro Pkwy,952027.226338926,1108180.1664731,43.0403826963302,-76.0902401329696,-8470327.03933896,5318121.83907191
156,46874,"Maple, Norway",Acer platanoides,18,Meadowbrook,To Be Determined,46,No,127,Somerset Rd,946974.370000008,1104317.61000001,43.0298647972,-76.1092222324,-8472440.11757532,5316519.99093468
157,46875,"Maple, Sugar",Acer saccharum,24,Meadowbrook,To Be Determined,46,No,123,Somerset Rd,946968.629999994,1104344.72999999,43.0299392959,-76.1092431268,-8472442.44353719,5316531.33591879
158,46876,"honeylocust, thornless",Gleditsia triacanthos inermis,17,Meadowbrook,To Be Determined,46,No,119,Somerset Rd,946963.410000006,1104417.23,43.0301382966,-76.1092611183,-8472444.44634122,5316561.64068779
159,46877,"Maple, Silver",Acer saccharinum,40,Meadowbrook,To Be Determined,46,No,211,Edgemont Dr,952740.6,1107905.72,43.0396181671106,-76.0875777855562,-8470030.6680784,5318005.3940708
160,46878,"Linden, Littleleaf",Tilia cordata,3,University Neighborhood,To Be Determined,44,Yes,819,Ostrom Ave,941929.44,1106396.99,43.0356466562448,-76.1280477480267,-8474535.76511581,5317400.51856836
161,46879,Rose-of-sharon,Hibiscus syriacus,2,Southwest,To Be Determined,52,Yes,827,Tallman St,933026.58,1106244.46,43.0353557784811,-76.1613499514163,-8478242.95063488,5317356.21818177
162,46880,Ginkgo,Ginkgo biloba,13,Westcott,To Be Determined,35,Yes,131,Harvard Pl,944633.91,1108621.8,43.0417102272712,-76.1178861351636,-8473404.57923148,5318324.03784328
163,46881,"honeylocust, thornless",Gleditsia triacanthos inermis,11,Westcott,To Be Determined,35,Yes,117,Harvard Pl,944486.81,1108580.4,43.0415988737887,-76.1184372420323,-8473465.92818637,5318307.07719605
164,46882,London Planetree,Platanus x acerifolia,12,Westcott,To Be Determined,35,Yes,113,Harvard Pl,944361.76,1108572.49,43.0415790701533,-76.118905172862,-8473518.01802474,5318304.06083444
165,46883,"lilac, Japanese tree",Syringa reticulata,4,Southwest,To Be Determined,39,Yes,348,Midland Ave,934440.91,1106940.95,43.0372471365281,-76.1560467007283,-8477652.59529387,5317644.27253475
166,46884,"honeylocust, thornless",Gleditsia triacanthos inermis,7,Lakefront,To Be Determined,1,No,120,Court St W,933227.449999999,1116079.93999998,43.0623389304,-76.1604132775779,-8478138.68077304,5321466.59978058
167,46885,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Lakefront,To Be Determined,1,No,120,Court St W,933238.140000012,1116108.94,43.0624183506208,-76.1603727295,-8478134.16697538,5321478.70064367
168,46886,"Crabapple, Spp.",Malus spp.,5,South Valley,To Be Determined,61.03,Yes,305,Parrish Ln,938976.83,1088389.65,42.9862825459698,-76.1394473075651,-8475804.7582757,5309885.45327033
169,46887,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Lakefront,To Be Determined,1,No,120,Court St W,933121.200000004,1115805.12,43.0615863682,-76.1608160348,-8478183.51551332,5321351.93639374
170,46888,"Maple, Norway",Acer platanoides,16,Outer Comstock,To Be Determined,56.01,No,141,Tejah Ave,942992.25,1098868.61,43.0149749293757,-76.1242264937805,-8474110.38472836,5314252.77291189
171,46889,Needs Approval,Planting Site - Needs Approval,0,Eastwood,N/A,19,No,139,Winthrop Rd,949884.98,1117399.4,43.0657118129397,-76.0980539223514,-8471196.86688748,5321980.52329604
172,46890,"maple, Miyabe",Acer miyabei,24,Eastwood,To Be Determined,19,No,201,Winthrop Rd,950182.972886341,1117423.45139949,43.0657730687,-76.096938283,-8471072.67443959,5321989.85704444
173,46891,Needs Approval,Planting Site - Needs Approval,0,Near Eastside,N/A,35,Yes,312,Allen St,944841.37,1110449.92,43.0467229150177,-76.1170721157612,-8473313.96301884,5319087.56998263
174,46892,"Maple, Norway",Acer platanoides,25,Near Eastside,To Be Determined,35,Yes,318,Allen St,944844.67,1110416.47,43.0466310873803,-76.117060465755,-8473312.66614489,5319073.58224448
175,46893,"Zelkova, Sawtooth",Zelkova serrata,18,Near Eastside,To Be Determined,35,Yes,318,Allen St,944846.32,1110394.56,43.0465709473868,-76.1170547485162,-8473312.02970407,5319064.42137018
176,46894,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Lakefront,To Be Determined,1,No,120,Court St W,933130.059999996,1115830.95000001,43.0616571162,-76.1607823950988,-8478179.77075505,5321362.71578818
177,46895,"Cedar, White arbor",Thuja occidentalis,4,Meadowbrook,To Be Determined,46,No,105,Hillcrest Rd,947146.63,1105603.09,43.0333891252104,-76.1085508069817,-8472365.37484634,5317056.70612038
178,46896,"Smoke Tree, Spp.",Cotinus spp.,2,University Neighborhood,Fall 2015,56.01,No,518,Nottingham Rd,946423.65,1102618.21,43.0252106261267,-76.1113176112908,-8472673.37412422,5315811.26066716
179,46897,"honeylocust, thornless",Gleditsia triacanthos inermis,19,Brighton,To Be Determined,54,Yes,138,Fage Ave,936449.96,1101999.25,43.0236601092334,-76.1486277631919,-8476826.72256432,5315575.16196246
180,46898,Needs Approval,Planting Site - Needs Approval,0,Brighton,N/A,54,Yes,1605,Midland Ave,936004.21,1101847.63,43.0232504223702,-76.150297599258,-8477012.60792153,5315512.7795946
181,46899,Needs Approval,Planting Site - Needs Approval,0,Southside,N/A,53,Yes,1425,State St S,936994.28,1105315.59,43.0327515254265,-76.1465277267053,-8476592.94757266,5316959.60438669
182,46900,"Zelkova, Sawtooth",Zelkova serrata,18,Brighton,To Be Determined,54,Yes,214,Cannon St,936878.88,1101938.18,43.0234864455904,-76.1470249750439,-8476648.30094473,5315548.71843885
183,46901,Needs Approval,Planting Site - Needs Approval,0,Meadowbrook,To Be Determined,46,No,128,Somerset Rd,946942.840000011,1104315.75999999,43.0298602098,-76.1093401912,-8472453.24869678,5316519.29233669
184,46902,"Spruce, White",Picea glauca,4,Meadowbrook,To Be Determined,46,No,105,Woodside Dr,949422.64,1106461.87,43.0357097430138,-76.1000197357702,-8471415.70005565,5317410.12677484
185,46903,"honeylocust, thornless",Gleditsia triacanthos inermis,11,South Valley,To Be Determined,60,No,119,Academy Pl,935719.73,1092267.54,42.996969092217,-76.1515455905749,-8477151.53350421,5311511.83338566
186,46904,"Crabapple, Spp.",Malus spp.,7,South Valley,To Be Determined,60,No,114,Academy Pl,935676,1092369.13,42.9972484467292,-76.1517071001905,-8477169.51268053,5311554.35200293
187,46905,"honeylocust, thornless",Gleditsia triacanthos inermis,6,Lakefront,To Be Determined,1,No,120,Court St W,933157.370000005,1115897.36999999,43.0618389771,-76.1606789525,-8478168.25557504,5321390.42474826
188,46906,Planting site,Planting site,0,Lakefront,N/A,1,No,120,Court St W,933171.39,1115926.89,43.0619197781745,-76.1606259347272,-8478162.35366274,5321402.73589937
189,46907,"Pear, Callery",Pyrus calleryana,8,University Neighborhood,To Be Determined,56.01,No,350,Nottingham Rd,946231.69,1103356.27,43.0272386182307,-76.1120199806782,-8472751.56156901,5316120.07367883
190,46908,"Spruce, White",Picea glauca,6,University Neighborhood,To Be Determined,44,Yes,115,Terrace Rd,942706.709999992,1105173.08999997,43.0322770072,-76.1251655199,-8474214.91681556,5316887.33973257
191,46909,"Maple, Norway",Acer platanoides,16,Outer Comstock,To Be Determined,56.01,No,141,Tejah Ave,942988.71,1098851.5,43.0149280371593,-76.1242400796417,-8474111.8970996,5314245.6336985
192,46910,"Maple, Norway",Acer platanoides,15,Outer Comstock,To Be Determined,56.01,No,141,Tejah Ave,942980.15,1098808.11,43.0148091148628,-76.1242729724566,-8474115.55871121,5314227.52812428
193,46911,"Spruce, Norway",Picea abies,7,Outer Comstock,To Be Determined,56.01,No,121,Tejah Ave,942915.52,1098562.28,43.0141355913373,-76.1245196464532,-8474143.01833813,5314124.98678508
194,46912,"Ash, Green",Fraxinus pennsylvanica,16,Outer Comstock,To Be Determined,56.01,No,121,Tejah Ave,942912.57,1098554.91,43.0141154142208,-76.1245308269668,-8474144.26294744,5314121.91491483
195,46913,"Maple, Sugar",Acer saccharum,25,Eastwood,To Be Determined,19,No,301,Plymouth Dr,949494.396568308,1117345.87648602,43.0655711490175,-76.0995166779158,-8471359.70014354,5321959.0898845
196,46914,"Pear, Callery",Pyrus calleryana,8,University Neighborhood,To Be Determined,56.01,No,350,Nottingham Rd,946189.46,1103349.56,43.0272208581034,-76.1121780517673,-8472769.15796771,5316117.36920564
197,46915,Ginkgo,Ginkgo biloba,7,University Neighborhood,To Be Determined,56.01,No,430,Nottingham Rd,946372.59,1102886.53,43.0259476098136,-76.1115029191058,-8472694.00250867,5315923.48386522
198,46916,"honeylocust, thornless",Gleditsia triacanthos inermis,17,South Valley,To Be Determined,60,No,210,Academy Pl,935710.67,1091830.92,42.9957712419232,-76.151587843351,-8477156.23705323,5311329.51906795
199,46917,"honeylocust, thornless",Gleditsia triacanthos inermis,16,South Valley,To Be Determined,60,No,222,Academy Pl,935720.47,1091648.83,42.9952714934296,-76.1515547100377,-8477152.54866429,5311253.45777111
200,46918,"honeylocust, thornless",Gleditsia triacanthos inermis,12,South Valley,To Be Determined,60,No,226,Academy Pl,935727.48,1091564.79,42.9950408094142,-76.151530122178,-8477149.81155345,5311218.34806834
201,46919,Hornbeam/ Hop Hornbe,Ostrya virginiana,13,South Valley,To Be Determined,60,No,107,Academy Pl,935706.03,1092444.83,42.9974557255404,-76.1515933949396,-8477156.85506754,5311585.90060285
202,46920,"Maple, Norway",Acer platanoides,16,South Valley,To Be Determined,61.03,Yes,404,Longmeadow Dr,936934.74,1088969.01,42.9879015118556,-76.1470679661597,-8476653.0863975,5310131.82466662
203,46921,"Linden, Littleleaf",Tilia cordata,36,Eastwood,To Be Determined,19,No,112,Winthrop Rd,949599.250000011,1117347.57999998,43.0655741634,-76.0991242704,-8471316.01752697,5321959.54920352
204,46922,"Oak, Scarlet",Quercus coccinea,1,Eastwood,N/A,19,No,128,Winthrop Rd,949751.830000008,1117356.22,43.0655954517,-76.0985531159,-8471252.43688054,5321962.79296833
205,46923,"Ash, Green",Fraxinus pennsylvanica,15,Outer Comstock,To Be Determined,56.01,No,121,Tejah Ave,942891.62,1098511.82,43.0139975006221,-76.1246100384635,-8474153.08073278,5314103.96314903
206,46924,"Spruce, Norway",Picea abies,13,Outer Comstock,To Be Determined,56.01,No,121,Tejah Ave,942877.74,1098496.18,43.0139547965824,-76.1246622546977,-8474158.89341891,5314097.46167726
207,46925,"Maple, Sugar",Acer saccharum,13,Outer Comstock,To Be Determined,56.01,No,115,Tejah Ave,942738.45,1098448.08,43.0138249088077,-76.1251840362939,-8474216.97789819,5314077.68695299
208,46926,"Maple, Sugar",Acer saccharum,13,Brighton,To Be Determined,54,Yes,301,Warner Ave,936973.639999996,1101470.66,43.0222023408796,-76.1466797057865,-8476609.86572364,5315353.19183433
209,46927,"Maple, Sugar",Acer saccharum,16,Brighton,To Be Determined,54,Yes,301,Warner Ave,936979.260000013,1101448.9,43.0221425569,-76.1466591131,-8476607.57335017,5315344.08881625
210,46928,"Crabapple, Spp.",Malus spp.,2,Eastwood,Spring 2017,18,No,249,Woodbine Ave,946794.67,1117016.48,43.0647096473129,-76.1096262610758,-8472485.09414963,5321827.82118134
211,46929,"Maple, Silver",Acer saccharinum,22,Eastwood,To Be Determined,18,No,201,Woodbine Ave,946760.46,1117506.78,43.0660554158694,-76.1097439207228,-8472498.19197714,5322032.87928559
212,46930,"honeylocust, thornless",Gleditsia triacanthos inermis,27,Meadowbrook,To Be Determined,46,No,204,Bradford Pkwy,947827.95,1107907.19,43.0397003255431,-76.105953575048,-8472076.25226941,5318017.90739284
213,46931,"Linden, Littleleaf",Tilia cordata,3,Eastwood,Fall 2012,17.02,No,490,Hickok Ave,945819.1,1114876.01,43.0588518747297,-76.1133217492111,-8472896.47409093,5320935.31020478
214,46932,Ginkgo,Ginkgo biloba,7,Eastwood,To Be Determined,10,Yes,222,Lillian Ave,946522.339333519,1119009.0141494,43.0701807863842,-76.1106033242954,-8472593.86041076,5322661.5003079
215,46933,Ginkgo,Ginkgo biloba,8,Meadowbrook,To Be Determined,46,No,115,Somerset Rd,946947.769999998,1104546.06999997,43.03049204,-76.1093168906215,-8472450.65489033,5316615.51064746
216,46934,"honeylocust, thornless",Gleditsia triacanthos inermis,11,Near Eastside,To Be Determined,34,Yes,1201,Fayette St E,941217.49,1111069.17,43.0484763941328,-76.1306163980835,-8474821.70613211,5319354.67440596
217,46935,"honeylocust, thornless",Gleditsia triacanthos inermis,8,Near Eastside,To Be Determined,34,Yes,1201,Fayette St E,941179.54,1111068.53,43.0484751996822,-76.1307583844073,-8474837.51198248,5319354.49245385
218,46936,"honeylocust, thornless",Gleditsia triacanthos inermis,12,Near Eastside,To Be Determined,34,Yes,1201,Fayette St E,941136.53,1111068.53,43.0484758358714,-76.1309192876098,-8474855.42365085,5319354.58936386
219,46937,"Maple, Silver",Acer saccharinum,14,Outer Comstock,To Be Determined,56.01,No,1223,Jamesville Ave,942570.83,1098447.19,43.0138249739175,-76.1258107786129,-8474286.74655654,5314077.69686174
220,46938,"mountainash, European",Sorbus aucuparia,6,Outer Comstock,To Be Determined,55,Yes,828,Jamesville Ave,941543.110000003,1099782.34,43.0175035706,-76.1296264141,-8474711.50132875,5314637.75974579
221,46939,"Spruce, Norway",Picea abies,3,Meadowbrook,To Be Determined,46,No,220,Carlton Dr,952180.170000011,1109803.83,43.0448350888647,-76.0896323193,-8470259.37784084,5318800.00932297
222,46940,Honeylocust,Gleditsia triacanthos,11,Near Eastside,To Be Determined,34,Yes,1330,Washington St E,941607.75,1111063.47,43.048454970181,-76.1291565257121,-8474659.1938304,5319351.41089457
223,46941,"Maple, Norway",Acer platanoides,25,Southwest,To Be Determined,52,Yes,332,Palmer Ave,932761.69,1104588.62,43.0308162318749,-76.1623717680422,-8478356.69874003,5316664.8802763
224,46942,"Sweetgum, American",Liquidambar styraciflua,1,Outer Comstock,Spring 2013,55,Yes,106,Smith Ln,939765.790671585,1101451.80096698,43.0221102850882,-76.1362389077512,-8475447.60102658,5315339.1750085
225,46943,Ginkgo,Ginkgo biloba,4,North Valley,To Be Determined,60,No,118,Grove St,934473.09,1097133.25,43.0103368807997,-76.1561129722288,-8477659.97238034,5313546.66873979
226,46944,DNP Property Owner Rejection,Planting site - DNP Property Owner Rejection,0,Meadowbrook,N/A,46,No,306,Barrington Rd,953679.619844319,1109163.63915558,43.0430542590416,-76.0840373935932,-8469636.55334922,5318528.75472577
227,46945,"Pear, Callery",Pyrus calleryana,9,Meadowbrook,To Be Determined,46,No,104,Hillsboro Pkwy,951239.350000013,1108879.83,43.04231503,-76.0931719441,-8470653.40718204,5318416.15818784
228,46946,"Crabapple, Spp.",Malus spp.,14,Southside,To Be Determined,54,Yes,1818,Salina St S,936976.249999987,1103648.42999998,43.0281775356,-76.1466275926,-8476604.06455938,5316263.05079641
229,46947,"Maple, Norway",Acer platanoides,29,Brighton,To Be Determined,59,Yes,130,Lafayette Ave W,937746.969999995,1100518.95999998,43.0195800542,-76.1438064832,-8476290.01992756,5314953.91716507
230,46948,"Crabapple, Spp.",Malus spp.,18,Southside,To Be Determined,54,Yes,2022,Salina St S,937197.709999998,1103023.22999998,43.0264589877,-76.1458115509402,-8476513.22317266,5316001.35381864
231,46949,"Crabapple, Spp.",Malus spp.,12,Southside,To Be Determined,54,Yes,2001,Salina St S,937235.319999996,1103234.23999998,43.027037406,-76.1456667863552,-8476497.10805241,5316089.43336582
232,46950,"Zelkova, Sawtooth",Zelkova serrata,5,Outer Comstock,To Be Determined,55,Yes,112,Alden St,940540.71,1100799.06,43.020307979675,-76.1333542030178,-8475126.47704571,5315064.75092943
